date,close,volume
2019-05-29,55.39,209397
2019-05-30,56.18,572885
2019-05-31,56.35,230780
2019-06-03,54.81,226020
2019-06-04,56.94,180290
2019-06-05,56.95,115424
2019-06-06,55.89,184233
2019-06-07,56.71,305621
2019-06-10,58.55,317357
2019-06-11,59.37,214726
2019-06-12,61.1,405220
2019-06-13,61.59,214629
2019-06-14,62.01,227531
2019-06-17,62.23,236226
2019-06-18,63.1,156696
2019-06-19,62.99,171223
2019-06-20,63.27,209195
2019-06-21,62.13,309146
2019-06-24,60.12,195838
2019-06-25,59.61,232402
2019-06-26,59.14,167331
2019-06-27,61.02,160463
2019-06-28,62.11,530242
2019-07-01,60.93,157527
2019-07-02,60.24,115439
2019-07-03,60.68,66017
2019-07-05,61.27,82404
2019-07-08,60.84,140222
2019-07-09,61.34,111944
2019-07-10,61.98,176963
2019-07-11,62.65,148706
2019-07-12,63.0,199879
2019-07-15,64.25,218582
2019-07-16,64.08,194060
2019-07-17,64.72,174749
2019-07-18,65.01,313056
2019-07-19,63.97,236001
2019-07-22,63.43,276806
2019-07-23,65.7,500373
2019-07-24,69.14,437923
2019-07-25,68.58,413287
2019-07-26,70.15,400084
2019-07-29,70.69,216337
2019-07-30,70.67,223457
2019-07-31,71.4,398908
2019-08-01,70.02,320206
2019-08-02,70.29,184459
2019-08-05,68.71,444501
2019-08-06,70.49,170404
2019-08-07,70.01,144672
2019-08-08,71.69,149247
2019-08-09,70.61,156154
2019-08-12,70.13,87784
2019-08-13,70.77,142366
2019-08-14,68.46,151047
2019-08-15,68.61,111766
2019-08-16,70.96,136530
2019-08-19,71.79,161066
2019-08-20,71.69,296643
2019-08-21,72.17,87328
2019-08-22,71.79,120423
2019-08-23,69.61,170101
2019-08-26,69.68,167537
2019-08-27,69.46,205317
2019-08-28,70.04,162781
2019-08-29,70.97,120962
2019-08-30,70.52,166991
2019-09-03,69.63,237228
2019-09-04,70.06,99467
2019-09-05,72.06,216223
2019-09-06,72.24,143425
2019-09-09,72.93,147008
2019-09-10,73.23,282523
2019-09-11,75.93,222903
2019-09-12,77.24,245173
2019-09-13,78.58,217172
2019-09-16,78.75,299640
2019-09-17,78.8,209791
2019-09-18,78.0,266858
2019-09-19,76.41,253566
2019-09-20,75.01,480687
2019-09-23,75.0,256902
2019-09-24,66.35,818146
2019-09-25,67.01,425659
2019-09-26,66.68,210789
2019-09-27,65.23,328682
2019-09-30,68.11,424937
2019-10-01,64.61,316402
2019-10-02,63.69,261453
2019-10-03,64.19,125582
2019-10-04,64.16,148400
2019-10-07,63.73,264813
2019-10-08,63.0,132802
2019-10-09,63.19,118400
2019-10-10,62.65,136982
2019-10-11,63.9,148379
2019-10-14,63.86,89718
2019-10-15,64.87,122207
2019-10-16,65.3,193398
2019-10-17,66.58,176348
2019-10-18,64.72,143787
2019-10-21,65.1,134506
2019-10-22,64.74,84504
2019-10-23,65.66,110992
2019-10-24,65.16,93381
2019-10-25,64.86,131359
2019-10-28,67.07,165472
2019-10-29,67.18,133436
2019-10-30,66.18,184921
2019-10-31,65.06,123007
2019-11-01,65.22,218469
2019-11-04,66.06,170209
2019-11-05,66.53,147401
2019-11-06,65.01,123220
2019-11-07,64.94,132231
2019-11-08,64.27,129163
2019-11-11,63.54,125102
2019-11-12,64.2,106798
2019-11-13,64.32,121165
