year,ticker,company,sector,preliminary_posted,effective_date,list_kind
2020,CCO,CLEAR CHANNEL OUTDOOR,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,CCRD,CORECARD CORP,Technology,2022-06-03,2022-06-24,deletion
2023,CCRD,CORECARD CORP,Technology,2023-05-19,2023-06-23,addition
2017,CDEV,CENTENNIAL RESOURCE DEV,Energy,2017-05-31,2017-06-23,addition
2020,CDEV,CENTENNIAL RESOURCE DEV,Energy,2020-06-12,2020-06-26,deletion
2021,CDEV,CENTENNIAL RESOURCE DEVELOPMENT,Energy,2021-06-04,2021-06-25,addition
2020,CDR,CEDAR REALTY TRUST INC,Financial Services,2020-06-12,2020-06-26,deletion
2022,CDR,CEDAR REALTY TRUST,Real Estate,2022-06-03,2022-06-24,addition
2017,CDTX,CIDARA THERAPEUTICS INC,Health Care,2017-05-31,2017-06-23,deletion
2020,CDTX,CIDARA THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,CDTX,CIDARA THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2016,CDXC,CHROMADEX CORP,Materials & Processing,2016-06-10,2016-06-24,addition
2017,CDXC,CHROMADEX CORP,Materials & Processing,2017-05-31,2017-06-23,deletion
2018,CDXC,CHROMADEX CORP,Materials & Processing,2018-06-08,2018-06-22,addition
2022,CDXC,CHROMADEX CORP,Health Care,2022-06-03,2022-06-24,deletion
2017,CDZI,CADIZ INC,Consumer Staples,2017-05-31,2017-06-23,addition
2022,CDZI,CADIZ INC,Utilities,2022-06-03,2022-06-24,deletion
2023,CDZI,CADIZ INC,Utilities,2023-05-19,2023-06-23,addition
2020,CELC,CELCUITY,Health Care,2020-06-12,2020-06-26,deletion
2021,CELC,CELCUITY,Health Care,2021-06-04,2021-06-25,addition
2022,CELC,CELCUITY,Health Care,2022-06-03,2022-06-24,deletion
2023,CELC,CELCUITY,Health Care,2023-05-19,2023-06-23,addition
2022,CELU,CELULARITY INC (A),Health Care,2022-06-03,2022-06-24,addition
2023,CELU,CELULARITY INC (A),Health Care,2023-05-19,2023-06-23,deletion
2020,CEMI,CHEMBIO DIAGNOSTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,CEMI,CHEMBIO DIAGNOSTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2022,CENN,CENNTRO ELECTRIC GROUP,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,CENN,CENNTRO ELECTRIC GROUP,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2016,CFFI,C & F FINANCIAL CORP,Financial Services,2016-06-10,2016-06-24,addition
2021,CFFI,C & F FINANCIAL CORP,Financials,2021-06-04,2021-06-25,deletion
2023,CFFI,C & F FINANCIAL CORP,Financials,2023-05-19,2023-06-23,addition
2019,CFMS,CONFORMIS INC,Health Care,2019-06-07,2019-06-28,addition
2020,CFMS,CONFORMIS INC,Health Care,2020-06-12,2020-06-26,deletion
2020,CFRX,CONTRAFECT CORP,Health Care,2020-06-12,2020-06-26,addition
2021,CFRX,CONTRAFECT CORP,Health Care,2021-06-04,2021-06-25,deletion
2019,CHAP,CHAPARRAL ENERGY INC,Energy,2019-06-07,2019-06-28,addition
2020,CHAP,CHAPARRAL ENERGY INC,Energy,2020-06-12,2020-06-26,deletion
2016,CHMA,CHIASMA INC,Health Care,2016-06-10,2016-06-24,deletion
2019,CHMA,CHIASMA INC,Health Care,2019-06-07,2019-06-28,addition
2021,CHMA,CHIASMA INC,Health Care,2021-06-04,2021-06-25,deletion
2016,CHMG,CHEMUNG FINL CORP,Financial Services,2016-06-10,2016-06-24,addition
2021,CHMG,CHEMUNG FINL CORP,Financials,2021-06-04,2021-06-25,deletion
2023,CHMG,CHEMUNG FINL CORP,Financials,2023-05-19,2023-06-23,addition
2017,CHMI,CHERRY HILL MORTGAGE INV,Financial Services,2017-05-31,2017-06-23,addition
2021,CHMI,CHERRY HILL MORTGAGE INV,Financials,2021-06-04,2021-06-25,deletion
2022,CISO,CERBERUS CYBER SENTINEL,Industrials,2022-06-03,2022-06-24,addition
2023,CISO,CISO GLOBAL INC,Industrials,2023-05-19,2023-06-23,deletion
2020,CIZN,CITIZENS HLDG CO MISS,Financial Services,2020-06-12,2020-06-26,addition
2021,CIZN,CITIZENS HLDG CO MISS,Financials,2021-06-04,2021-06-25,deletion
2019,CKPT,CHECKPOINT THERAPEUTICS,Health Care,2019-06-07,2019-06-28,addition
2021,CKPT,CHECKPOINT THERAPEUTICS,Health Care,2021-06-04,2021-06-25,deletion
2016,CLD,CLOUD PEAK ENERGY INC,Energy,2016-06-10,2016-06-24,deletion
2017,CLD,CLOUD PEAK ENERGY INC,Energy,2017-05-31,2017-06-23,addition
2021,CLNN,CLENE INC,Health Care,2021-06-04,2021-06-25,addition
2022,CLNN,CLENE INC,Health Care,2022-06-03,2022-06-24,deletion
2022,CLOV,CLOVER HEALTH INVESTMENTS CORP (A),Health Care,2022-06-03,2022-06-24,addition
2023,CLOV,CLOVER HEALTH INVEST (A),Health Care,2023-05-19,2023-06-23,deletion
2021,CLPT,CLEARPOINT NEURO INC,Health Care,2021-06-04,2021-06-25,addition
2022,CLPT,CLEARPOINT NEURO INC,Health Care,2022-06-03,2022-06-24,deletion
2023,CLPT,CLEARPOINT NEURO INC,Health Care,2023-05-19,2023-06-23,addition
2020,CMCL,CALEDONIA MINING CORP,Materials & Processing,2020-06-12,2020-06-26,addition
2021,CMCL,CALEDONIA MINING CORP,Basic Materials,2021-06-04,2021-06-25,deletion
2023,CMCL,CALEDONIA MINING CORP,Basic Materials,2023-05-19,2023-06-23,addition
2019,CMCT,CIM COMMERCIAL TRUST,Financial Services,2019-06-07,2019-06-28,addition
2021,CMCT,CIM COMMERCIAL TRUST,Real Estate,2021-06-04,2021-06-25,deletion
2016,CMLS,CUMULUS MEDIA INC,Consumer Discretionary,2016-06-10,2016-06-24,deletion
2019,CMLS,CUMULUS MEDIA INC,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,CMLS,CUMULUS MEDIA INC,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2022,CMLS,CUMULUS MEDIA,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,CMLS,CUMULUS MEDIA INC,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2016,CMT,CORE MOLDING TECHN,Materials & Processing,2016-06-10,2016-06-24,deletion
2017,CMT,CORE MOLDING TECHN,Materials & Processing,2017-05-31,2017-06-23,addition
2023,CMT,CORE MOLDING TECHN,Industrials,2023-05-19,2023-06-23,addition
2019,CODA,CODA OCTOPUS GROUP INC,Technology,2019-06-07,2019-06-28,addition
2020,CODA,CODA OCTOPUS GROUP INC,Technology,2020-06-12,2020-06-26,deletion
2020,CODX,CO-DIAGNOSTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,CODX,CO-DIAGNOSTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2020,COFS,CHOICEONE FINANCIAL SERV,Financial Services,2020-06-12,2020-06-26,addition
2021,COFS,CHOICEONE FINANCIAL SERV,Financials,2021-06-04,2021-06-25,deletion
2023,COFS,CHOICEONE FINANCIAL SERV,Financials,2023-05-19,2023-06-23,addition
2016,CORI,CORIUM INTL INC,Health Care,2016-06-10,2016-06-24,deletion
2017,CORI,CORIUM INTL INC,Health Care,2017-05-31,2017-06-23,addition
2020,CPE,CALLON PETROLEUM CO,Energy,2020-06-12,2020-06-26,deletion
2021,CPE,CALLON PETROLEUM,Energy,2021-06-04,2021-06-25,addition
2016,CPRX,CATALYST PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,deletion
2017,CPRX,CATALYST PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,addition
2022,CPS,COOPER STD HLDGS INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,CPS,COOPER STD HLDGS INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2022,CPTN,CEPTON INC (A),Industrials,2022-06-03,2022-06-24,addition
2023,CPTN,CEPTON INC (A),Industrials,2023-05-19,2023-06-23,deletion
2017,CRBP,CORBUS PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,addition
2021,CRBP,CORBUS PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2021,CRDF,CARDIFF ONCOLOGY INC,Health Care,2021-06-04,2021-06-25,addition
2022,CRDF,CARDIFF ONCOLOGY INC,Health Care,2022-06-03,2022-06-24,deletion
2021,CRIS,CURIS INC,Health Care,2021-06-04,2021-06-25,addition
2022,CRIS,CURIS INC,Health Care,2022-06-03,2022-06-24,deletion
2016,CRMD,CORMEDIX INC,Health Care,2016-06-10,2016-06-24,deletion
2019,CRMD,CORMEDIX INC,Health Care,2019-06-07,2019-06-28,addition
2022,CRMD,CORMEDIX INC,Health Care,2022-06-03,2022-06-24,deletion
2023,CRMD,CORMEDIX INC,Health Care,2023-05-19,2023-06-23,addition
2019,CRTX,CORTEXYME,Health Care,2019-06-07,2019-06-28,addition
2022,CRTX,CORTEXYME,Health Care,2022-06-03,2022-06-24,deletion
2020,CSBR,CHAMPIONS ONCOLOGY INC,Health Care,2020-06-12,2020-06-26,addition
2021,CSBR,CHAMPIONS ONCOLOGY INC,Health Care,2021-06-04,2021-06-25,deletion
2020,CSLT,CASTLIGHT HEALTH INC,Health Care,2020-06-12,2020-06-26,deletion
2021,CSLT,CASTLIGHT HEALTH,Health Care,2021-06-04,2021-06-25,addition
2021,CSSE,CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,CSSE,CHICKEN SOUP ENTMNT INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2016,CSTE,CAESARSTONE LTD,Materials & Processing,2016-06-10,2016-06-24,addition
2023,CSTE,CAESARSTONE LTD,Industrials,2023-05-19,2023-06-23,deletion
2016,CTIC,CTI BIOPHARMA CORP,Health Care,2016-06-10,2016-06-24,deletion
2018,CTIC,CTI BIOPHARMA CORP,Health Care,2018-06-08,2018-06-22,addition
2022,CTIC,CTI BIOPHARMA,Health Care,2022-06-03,2022-06-24,addition
2019,CTRA,CONTURA ENERGY,Energy,2019-06-07,2019-06-28,addition
2020,CTRA,CONTURA ENERGY,Energy,2020-06-12,2020-06-26,deletion
2018,CTSO,CYTOSORBENTS CORP,Health Care,2018-06-08,2018-06-22,addition
2022,CTSO,CYTOSORBENTS CORP,Health Care,2022-06-03,2022-06-24,deletion
2022,CTV,INNOVID CORP (A),Technology,2022-06-03,2022-06-24,addition
2023,CTV,INNOVID CORP (A),Technology,2023-05-19,2023-06-23,deletion
2021,CTXR,CITIUS PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,addition
2022,CTXR,CITIUS PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,CTXR,CITIUS PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2022,CUE,CUE BIOPHARMA INC,Health Care,2022-06-03,2022-06-24,deletion
2023,CUE,CUE BIOPHARMA INC,Health Care,2023-05-19,2023-06-23,addition
2021,CURI,CURIOSITYSTREAM INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,CURI,CURIOSITYSTREAM INC (A),Consumer Discretionary,2022-06-03,2022-06-24,deletion
2021,CVAC,CUREVAC NV,Health Care,2021-06-04,2021-06-25,addition
2022,CVAC,CUREVAC NV,Health Care,2022-06-03,2022-06-24,deletion
2016,CVCY,CENTRAL VALLEY CMNTY,Financial Services,2016-06-10,2016-06-24,addition
2021,CVCY,CENTRAL VALLEY CMNTY,Financials,2021-06-04,2021-06-25,deletion
2023,CVCY,CENTRAL VALLEY CMNTY,Financials,2023-05-19,2023-06-23,addition
2016,CVGI,COMMERCIAL VEH GROUP INC,Producer Durables,2016-06-10,2016-06-24,deletion
2017,CVGI,COMMERCIAL VEH GROUP INC,Producer Durables,2017-05-31,2017-06-23,addition
2020,CVGI,COMMERCIAL VEH GROUP INC,Producer Durables,2020-06-12,2020-06-26,deletion
2021,CVGI,COMMERCIAL VEHICLE GROUP,Industrials,2021-06-04,2021-06-25,addition
2022,CVGI,COMMERCIAL VEH GROUP INC,Industrials,2022-06-03,2022-06-24,deletion
2023,CVGI,COMMERCIAL VEH GROUP INC,Industrials,2023-05-19,2023-06-23,addition
2016,CVLY,CODORUS VY BANCORP INC,Financial Services,2016-06-10,2016-06-24,addition
2021,CVLY,CODORUS VY BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2023,CVLY,CODORUS VY BANCORP INC,Financials,2023-05-19,2023-06-23,addition
2019,CVM,CEL-SCI CORP,Health Care,2019-06-07,2019-06-28,addition
2022,CVM,CEL-SCI CORP,Health Care,2022-06-03,2022-06-24,deletion
2022,CVRX,CVRX,Health Care,2022-06-03,2022-06-24,deletion
2023,CVRX,CVRX,Health Care,2023-05-19,2023-06-23,addition
2018,CWBR,COHBAR INC,Health Care,2018-06-08,2018-06-22,addition
2020,CWBR,COHBAR INC,Health Care,2020-06-12,2020-06-26,addition
2021,CWBR,COHBAR INC,Health Care,2021-06-04,2021-06-25,deletion
2021,CWCO,CONSOLIDATED WATER CO,Utilities,2021-06-04,2021-06-25,deletion
2023,CWCO,CONSOLIDATED WATER CO,Utilities,2023-05-19,2023-06-23,addition
2017,CYBE,CYBEROPTICS CORP,Technology,2017-05-31,2017-06-23,addition
2020,CYBE,CYBEROPTICS CORP,Technology,2020-06-12,2020-06-26,addition
2021,CYBE,CYBEROPTICS CORP,Technology,2021-06-04,2021-06-25,deletion
2022,CYBE,CYBEROPTICS CP,Technology,2022-06-03,2022-06-24,addition
2022,DAKT,DAKTRONICS INC,Technology,2022-06-03,2022-06-24,deletion
2023,DAKT,DAKTRONICS INC,Technology,2023-05-19,2023-06-23,addition
2019,DHX,DHI GROUP INC,Producer Durables,2019-06-07,2019-06-28,addition
2021,DHX,DHI GROUP INC,Industrials,2021-06-04,2021-06-25,deletion
2022,DHX,DHI GROUP,Industrials,2022-06-03,2022-06-24,addition
2016,DLA,DELTA APPAREL INC,Consumer Discretionary,2016-06-10,2016-06-24,addition
2019,DLA,DELTA APPAREL INC,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,DLA,DELTA APPAREL INC,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,DMS,DIGITAL MEDIA SOLUTIONS INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,DMS,DIGITAL MEDIA SOL (A),Consumer Discretionary,2022-06-03,2022-06-24,deletion
2020,DMTK,DERMTECH INC,Health Care,2020-06-12,2020-06-26,addition
2022,DMTK,DERMTECH INC,Health Care,2022-06-03,2022-06-24,deletion
2017,DNBF,DNB FINL CORP,Financial Services,2017-05-31,2017-06-23,addition
2019,DNBF,DNB FINL CORP,Financial Services,2019-06-07,2019-06-28,addition
2022,DOMA,DOMA HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,addition
2023,DOMA,DOMA HOLDINGS (A),Financials,2023-05-19,2023-06-23,deletion
2021,DRIO,DARIOHEALTH,Health Care,2021-06-04,2021-06-25,addition
2022,DRIO,DARIOHEALTH,Health Care,2022-06-03,2022-06-24,deletion
2016,DRNA,DICERNA PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,deletion
2018,DRNA,DICERNA PHARMACEUTICALS,Health Care,2018-06-08,2018-06-22,addition
2020,DRRX,DURECT CORP,Health Care,2020-06-12,2020-06-26,addition
2022,DRRX,DURECT CORP,Health Care,2022-06-03,2022-06-24,deletion
2017,DS,DRIVE SHACK,Consumer Discretionary,2017-05-31,2017-06-23,addition
2020,DS,DRIVE SHACK,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,DS,DRIVE SHACK,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,DS,DRIVE SHACK,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2019,DTIL,PRECISION BIOSCIENCES,Health Care,2019-06-07,2019-06-28,addition
2022,DTIL,PRECISION BIOSCIENCES,Health Care,2022-06-03,2022-06-24,deletion
2016,DWSN,DAWSON GEOPHYSICAL CO,Energy,2016-06-10,2016-06-24,addition
2017,DWSN,DAWSON GEOPHYSICAL CO,Energy,2017-05-31,2017-06-23,deletion
2018,DWSN,DAWSON GEOPHYSICAL CO,Energy,2018-06-08,2018-06-22,addition
