company,symbol,sector,list_kind,index_kind,source_file
MINERVA NEUROSCIENCES,NERV,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
MITEK SYS INC,MITK,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
MONARCH FINANCIAL HLDGS,MNRK,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
MUTUALFIRST FINL INC,MFSF,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
NATHANS FAMOUS INC,NATH,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
NCI INC,NCIT,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
NII HOLDINGS INC,NIHD,Utilities,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
NORTHRIM BANCORP INC,NRIM,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
NUMEREX CORP,NMRX,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
OLD LINE BANCSHARES INC,OLBK,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
ORRSTOWN FINL SVCS INC,ORRF,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
OVERSEAS SHIPHOLDING INC,OSG,Producer Durables,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
OWENS RLTY MTG INC,ORM,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PACIFIC MERCANTILE BANCO,PMBC,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PHARMATHENE INC,PIP,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PHOENIX COMPANIES INC,PNX,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PJT PARTNERS INC,PJT,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PLANET PAYMENT INC,PLPM,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PREMIER FINL BANCORP INC,PFBI,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PRIMO WTR CORP,PRMW,Consumer Staples,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PROTEOSTASIS THERA INC,PTI,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PROVIDENT BANCORP INC,PVBC,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
PROVIDENT FINL HLDGS INC,PROV,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
RADIO ONE INC,ROIAK,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
RADISYS CORP,RSYS,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
REATE PHARMACEUTICALS,RETA,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
RED LION HOTELS CORP,RLH,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
RED ROCKS RESORTS INC,RRR,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
REPUBLIC FIRST BANCORP,FRBK,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
RIGHTSIDE GROUP LTD,NAME,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
ROSETTA STONE INC,RST,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
RUSH ENTERPRISES INC,RUSHB,Producer Durables,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SALEM MEDIA GROUP INC,SALM,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SEARS HOMETOWN OUTLET,SHOS,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SECUREWORKS CORP,SCWX,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SENSEONICS HOLDINGS INC,SENS,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SERITAGE GROWTH PROP,SRG,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SHORE BANCSHARES INC,SHBI,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SI FINANCIAL GROUP,SIFI,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SILICOM LTD,SILC,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SILVERCREST ASSET MNGMT,SAMG,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SITEONE LANDSCAPE SUPPLY,SITE,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SOUTHERN FIRST BANCSHARE,SFST,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SOUTHERN MO BANCORP INC,SMBC,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SOUTHERN NATL BANCORP,SONA,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SPARTAN MOTORS INC,SPAR,Producer Durables,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
STRATUS PPTYS INC,STRS,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SUMMIT FINANCIAL GROUP,SMMF,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SUPREME INDS INC,STS,Producer Durables,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SYMMETRY SURGICAL INC,SSRG,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SYNDAX PHARMACEUTICALS,SNDX,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
SYNTHETIC BIOLOGICS INC,SYN,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
TIER REIT INC,TIER,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
TITAN PHARMACEUTICALS,TTNP,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
TRANSOCEAN LTD,RIG,Energy,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
TRINITY PLACE HOLDINGS,TPHS,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
TURNING POINT BRANDS INC,TPB,Consumer Staples,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
UCP INC,UCP,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
UFP TECHNOLOGIES INC,UFPT,Materials & Processing,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
UNION BANKSHARES INC,UNB,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
UNIQUE FABRICATING INC,UFAB,Consumer Discretionary,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
US FOODS HOLDING CORP,USFD,Consumer Staples,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
USA TECHNOLOGIES INC,USAT,Technology,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
USMD HLDGS INC,USMD,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
VALUE LINE INC,VALU,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
VERITEX HOLDINGS,VBTX,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
VIEWRAY INC,VRAY,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WASHINGTONFIRST BANK INC,WFBI,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WAVE LIFE SCIENCES LTD,WVE,Health Care,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WESTFIELD FINANCIAL INC,WFD,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WILLBROS GROUP INC,WG,Energy,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WILLIS LEASE FINANCE,WLFC,Producer Durables,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WINS FINANCE HOLDINGS,WINS,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WMIH CORP,WMIH,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
WORKHORSE GROUP INC,WKHS,Producer Durables,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
YOUR CMNTY BANKSHARES,YCB,Financial Services,additions,r3000,2016_20160621133709_russell-3000-index-2016-additions
AEGLEA BIOTHERAPEUTICS,AGLE,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
AETHLON MEDICAL INC,AEMD,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
AGROFRESH SOLUTIONS INC,AGFS,Materials & Processing,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ALJ REGIONAL HOLDINGS,ALJJ,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ANAVEX LIFE SCIENCES,AVXL,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ANCHOR BANCORP INC,ANCB,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ARCA BIOPHARMA INC,ABIO,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ARCBEST CORPORATION,ARCB,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ARENA PHARMACEUTICALS,ARNA,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ARMSTRONG FLOORING INC,AFI,Materials & Processing,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ASHFORD HOSPITALITY,AHT,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ATLANTIC CAPITAL INC,ACBI,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
B. RILEY FINANCIAL INC,RILY,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
BARNES & NOBLE EDUCATION,BNED,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
BG STAFFING INC,BGSF,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
BIO BLAST PHARMA LTD,ORPN,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
BONANZA CREEK ENER INC,BCEI,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
BRISTOW GROUP INC,BRS,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
BROADVISION INC,BVSN,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CAPSTONE TURBINE CORP,CPST,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CARBO CERAMICS INC,CRR,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CAROLINA BANK HOLDINGS,CLBH,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CASTLIGHT HEALTH INC,CSLT,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CELLDEX THERAPEUTICS INC,CLDX,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CENTRUE FINANCIAL CORP,CFCB,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CHIMERIX INC,CMRX,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CHROMADEX CORP,CDXC,Materials & Processing,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CLEAN ENERGY FUELS CORP,CLNE,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
COMMERCE UNION BANCSHARE,CUBN,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
COMPX INTERNATIONAL INC,CIX,Materials & Processing,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CONNS INC,CONN,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CORDIA BANCORP INC,BVA,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CORVUS PHARMACEUTICALS,CRVS,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CSW INDUSTRIALS INC,CSWI,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
CYTORI THERAPEUTICS INC,CYTX,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
DEL TACO RESTAURANTS INC,TACO,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
DIFFERENTIAL BRANDS GRP,DFBG,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
DLH HOLDINGS CORP,DLHC,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
EDUCATIONAL DEVELOPMENT,EDUC,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
EL POLLO LOCO HLDGS INC,LOCO,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ELECTROMED INC,ELMD,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ENOVA INTERNATIONAL INC,ENVA,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ESPERION THERAPEUTICS,ESPR,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
EXTERRAN CORPORATION,EXTN,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
EYEGATE PHARMACEUTICALS,EYEG,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
FINJAN HOLDINGS INC,FNJN,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
FIRST COMMUNITY FINL INC,FCFP,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
FIRST GUARANTY BANCSHARE,FGBI,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
FIRST SAVINGS FINANCIAL,FSFG,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
FRANCESCAS HOLDINGS CORP,FRAN,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
GLOBAL SELF STORAGE INC,SELF,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
GLOBAL WATER RESOURCES,GWRS,Utilities,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
GREAT ELM CAPITAL GROUP,GEC,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
GSE SYSTEMS INC,GVP,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
HABIT RESTAURANTS,HABT,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
HANSEN MEDICAL INC,HNSN,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
HOME FEDERAL BANCORP INC,HFBL,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
HORIZON GLOBAL CORP,HZN,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
HORNBECK OFFSHORE SVCS,HOS,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ICONIX BRAND GROUP INC,ICON,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
INTELSAT SA,I,Utilities,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
INTERLINK ELECTRONICS,LINK,Producer Durables,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
INTREPID POTASH INC,IPI,Materials & Processing,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
IZEA INC,IZEA,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
J ALEXANDERS HOLDINGS,JAX,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
JW MAYS INC,MAYS,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
KENTUCKY FIRST FEDERAL,KFFB,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
KURA ONCOLOGY INC,KURA,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
LIFEVANTAGE CORP,LFVN,Consumer Staples,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
LINDBLAD EXPEDITIONS INC,LIND,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
LSB INDUSTRIES INC,LXU,Materials & Processing,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MAGYAR BANCORP INC,MGYR,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MAJESCO,MJCO,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MANNKIND CORP,MNKD,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MGT CAPITAL INVESTMENTS,MGT,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MID PENN BANCORP INC,MPB,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MIDDLEFIELD BANC CORP,MBCN,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MIDLAND STATES BANCORP,MSBI,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MILESTONE SCIENTIFIC INC,MLSS,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
MSB FINANCIAL CORP,MSBF,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NANOSPHERE INC,NSPH,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NETLIST INC,NLST,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NEVADA GOLD & CASINOS,UWN,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NEWLINK GENETICS CORP,NLNK,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NEWPARK RESOURCES INC,NR,Energy,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NII HOLDINGS INC,NIHD,Utilities,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NUVECTRA CORPORATION,NVTR,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
NYMOX PHARMACEUTICAL,NYMX,Health Care,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
OCWEN FINANCIAL CORP,OCN,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ON DECK CAPITAL INC,ONDK,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
ONE GROUP HOSPITALITY,STKS,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
PARKERVISION INC,PRKR,Technology,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
PB BANCORP INC,PBBI,Financial Services,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
PERFORMANCE SPORTS GROUP,PSG,Consumer Discretionary,additions,rmicro,2016_20160625010423_russell-microcap-2016-additions
