member,reference,construction,sector_group,entry_date,exit_date,holding_days,exit_reason,direction,entry_z,trade_pnl,trade_gross,trade_cost,profitable
GTE,NOG,peer,13,2016-02-11,2016-02-19,5,time_forced,long_ref_short_m,3.0056377334982067,-0.06293764401452055,-0.033019703427816516,0.029917940586704033,False
GTE,NOG,peer,13,2016-02-22,2016-02-29,5,time_forced,long_ref_short_m,3.7382474789596385,0.049831549108173404,0.07974948969487744,0.029917940586704033,True
GTE,NOG,peer,13,2016-03-01,2016-03-08,5,time_forced,long_ref_short_m,3.089726916118633,0.027539594022279845,0.057457534608983896,0.029917940586704033,True
GTE,NOG,peer,13,2016-03-10,2016-03-17,5,time_forced,long_ref_short_m,2.564624632441987,-0.006336785055279608,0.023581155531424425,0.029917940586704033,False
GTE,NOG,peer,13,2016-05-31,2016-06-07,5,time_forced,long_ref_short_m,2.610007525132416,-0.021903494238067516,0.008014446348636517,0.029917940586704033,False
GTE,NOG,peer,13,2016-06-08,2016-06-15,5,time_forced,long_ref_short_m,2.7447758754347125,-0.041396499441212035,-0.011478558854507992,0.029917940586704033,False
GTE,NOG,peer,13,2016-06-16,2016-06-23,5,time_forced,long_ref_short_m,2.723427344012008,-0.029282579167046005,0.0006353614196580315,0.029917940586704033,False
GTE,NOG,peer,13,2016-06-24,2016-07-01,5,time_forced,long_ref_short_m,2.6228920906045707,-0.015662798675226505,0.014255141911477531,0.029917940586704033,False
NGS,MTDR,peer,13,2016-01-04,2016-01-11,5,time_forced,long_ref_short_m,2.860771333996427,-0.11992165626977669,-0.09169417671218189,0.02822747955759481,False
NGS,MTDR,peer,13,2016-01-12,2016-01-20,5,time_forced,long_ref_short_m,5.35906999105759,-0.008065526763755111,0.0201619527938397,0.02822747955759481,False
NGS,MTDR,peer,13,2016-01-21,2016-01-28,5,time_forced,long_ref_short_m,4.27646791983766,0.012692048785605698,0.040919528343200506,0.02822747955759481,True
NGS,MTDR,peer,13,2016-01-29,2016-02-05,5,time_forced,long_ref_short_m,3.3513447890764088,0.0023007793082152027,0.03052825886581001,0.02822747955759481,True
NGS,MTDR,peer,13,2016-02-08,2016-02-16,5,time_forced,long_ref_short_m,2.5827647713943325,-0.012891329416632015,0.01533615014096279,0.02822747955759481,False
NGS,MTDR,peer,13,2016-02-18,2016-02-25,5,time_forced,long_ref_short_m,2.8018653313131665,-0.011836100696129233,0.016391378861465578,0.02822747955759481,False
NGS,MTDR,peer,13,2016-02-29,2016-03-07,5,time_forced,long_ref_short_m,2.675135810696521,0.038744551608824625,0.06697203116641942,0.02822747955759481,True
NGS,MTDR,peer,13,2016-03-23,2016-03-31,5,time_forced,long_ref_short_m,2.7935315814960653,-0.03316589490578859,-0.004938415348193781,0.02822747955759481,False
NGS,MTDR,peer,13,2016-04-01,2016-04-08,5,time_forced,long_ref_short_m,2.5645211260735126,0.0001860474670307092,0.028413527024625518,0.02822747955759481,True
NGS,MTDR,peer,13,2016-05-04,2016-05-11,5,time_forced,long_ref_short_m,3.9488771656433466,0.060949460870343634,0.08917694042793844,0.02822747955759481,True
NGS,MTDR,peer,13,2016-06-16,2016-06-23,5,time_forced,long_ref_short_m,2.5190637891007994,-0.00789789983335976,0.020329579724235047,0.02822747955759481,False
NGS,MTDR,peer,13,2016-06-24,2016-07-01,5,time_forced,long_ref_short_m,2.8004353632248806,-0.033348792984409126,-0.005121313426814322,0.02822747955759481,False
REI,WTI,peer,13,2016-06-07,2016-06-14,5,time_forced,long_ref_short_m,2.6352925190944445,-0.0018584495021927439,0.03319776359217186,0.035056213094364595,False
REI,WTI,peer,13,2016-06-17,2016-06-24,5,time_forced,long_ref_short_m,2.6373458925638458,-0.027633820616396545,0.007422392477968054,0.035056213094364595,False
