date,ls_gross,ls_net,ls_ba,ls_bw,n_long,n_short,skipped,guard_fired,mkt_ret,long_scale,short_scale,beta_long,beta_short,sort_label
2015-01-28,-0.006781914944979721,-0.009393301286779978,0.0025550237574375936,5.636258436266261e-05,21,21,False,True,-0.013037530983926363,1.0,1.0,1.0,1.0,all
2015-01-29,0.0005864603623631712,-0.002228047720336398,0.0027586050834220097,5.5902999277559436e-05,22,22,False,True,0.008749899942877717,1.0,1.0,1.0,1.0,all
2015-01-30,-0.008352618198175014,-0.01241557492816425,0.004006765173295547,5.6191556693689354e-05,26,26,False,True,-0.012956195784145414,1.0,1.0,1.0,1.0,all
2015-02-02,0.007249510713193839,0.0009950733531861851,0.006202726328661655,5.171103134599892e-05,21,21,False,True,0.00906312325751168,1.0,1.0,1.0,1.0,tercile
2015-02-03,-0.0033306798363260566,-0.005548167523855159,0.0021706118198997733,4.687586762932864e-05,22,22,False,True,0.015991988801831822,1.0564396837233752,0.9435603162766247,0.9636363636363636,1.0789174551570353,tercile
2015-02-04,-0.0002864211409545339,-0.00142391408579254,0.001090617474097212,4.687547074079433e-05,24,24,False,True,-0.0059970425679733335,1.065446512721333,0.9345534872786672,0.9720377467015502,1.1081807960209937,tercile
2015-02-05,0.001140179773611031,-0.002986446123113701,0.004079102438738741,4.752345798599093e-05,28,28,False,True,0.013507707419094602,1.0505315044016255,0.9494684955983747,1.0226701612544502,1.1315248773285675,tercile
2015-02-06,-0.0057003201424548535,-0.008778498301022336,0.003032137832341193,4.604032622628962e-05,30,30,False,True,-0.0014612535367691528,1.0785255838216228,0.9214744161783769,0.9981036839356574,1.1682151338457072,tercile
2015-02-09,0.0028929415519437732,-0.0001911562573319582,0.003038507750784253,4.559005849147835e-05,20,20,False,False,-0.0022241472907656022,1.155992282880188,0.8440077171198122,0.9176151971344227,1.2568085161126485,quintile
2015-02-10,-0.003694652612939461,-0.006554398922163692,0.0028128721708527596,4.687413837147087e-05,22,22,False,False,0.0043077678136646735,1.113546781929875,0.8864532180701249,1.0060628686827544,1.2637982997904758,quintile
2015-02-11,-0.0008503334428394491,-0.0015914323881117088,0.0006949420484874914,4.61568967847684e-05,23,23,False,False,-0.0019082363622051602,1.1422064112810557,0.8577935887189442,1.0057992656965478,1.3392853302343681,quintile
2015-02-12,-0.00024273984584023776,-0.0009415815016993354,0.0006522492736187991,4.659238224029853e-05,24,24,False,False,0.011223951857138446,1.1469409138202835,0.8530590861797166,0.9993218966089877,1.3435917720895896,quintile
2015-02-13,-0.0015667001186523903,-0.002836233828741025,0.0012222532655795767,4.728044450905821e-05,26,26,False,False,0.0072950886012686554,1.134347442964577,0.8656525570354231,1.00516322852345,1.3171616357750056,quintile
2015-02-17,-0.003090855151488086,-0.003532418898053068,0.00039371098212410944,4.7852764440872604e-05,26,26,False,False,0.0034359573710071615,1.1238688990853511,0.8761311009146489,1.026815738893808,1.3171616357750056,quintile
2015-02-18,0.0053534265904134435,0.004687963321185602,0.000616178416921429,4.928485230641244e-05,27,27,False,False,0.003381931325401481,1.109637443356398,0.8903625566436019,1.0258225633792224,1.2784579922772594,quintile
2015-02-19,0.01184835254594235,0.01084852027280578,0.0009508972775815639,4.893499555500459e-05,29,29,False,False,0.0018598071859172584,1.1249241977097137,0.8750758022902865,1.040719744080515,1.3378621830089967,quintile
2015-02-20,0.00017636831149700385,-0.0009196117050213615,0.001045235413784385,5.074460273398021e-05,30,30,False,False,0.002361709928766714,1.0950057317274793,0.9049942682725208,1.074361787783089,1.2999334435753636,quintile
2015-02-23,0.006393662488303092,0.003639415921521212,0.002703171296822603,5.10752699592769e-05,33,33,False,False,-0.0016684027312270234,1.0859557279135645,0.9140442720864353,1.0787536050848379,1.2816432335112404,quintile
2015-02-24,-0.0038584808410655575,-0.004067761871595195,0.000157918753519049,5.1362277010588594e-05,34,34,False,False,0.003230633268692159,1.0856771243936434,0.9143228756063563,1.080338656194029,1.2828061037521223,quintile
